"client_id","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","subscribe"
5951,34,"technician","married","high.school","no","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
5954,35,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",4,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
5955,38,"management","married","university.degree","no","yes","no","telephone","aug","thu",4,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
5956,46,"blue-collar","married","basic.9y","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
5957,29,"admin.","single","university.degree","no","yes","no","telephone","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
5958,39,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","wed",4,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
5960,59,"technician","married","unknown","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
5961,41,"technician","single","university.degree","no","yes","no","cellular","may","thu",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
5963,41,"technician","single","high.school","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
5964,27,"admin.","single","university.degree","unknown","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
5966,50,"services","divorced","high.school","no","no","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
5968,45,"self-employed","married","basic.4y","unknown","no","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
5969,35,"student","single","high.school","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
5970,56,"blue-collar","divorced","basic.4y","no","yes","no","telephone","aug","mon",1,12,4,"failure",-1.7,94.027,-38.3,0.904,4991.6,0
5971,58,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
5972,33,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
5973,35,"technician","single","basic.9y","no","yes","yes","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
5974,29,"admin.","single","university.degree","no","no","no","cellular","aug","tue",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
5976,40,"admin.","married","university.degree","unknown","yes","yes","telephone","may","thu",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
5977,54,"management","married","university.degree","unknown","no","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
5979,33,"services","married","high.school","no","yes","no","cellular","jul","tue",5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
5980,45,"admin.","single","university.degree","no","no","no","cellular","aug","wed",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
5981,55,"blue-collar","married","basic.9y","no","no","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
5983,32,"entrepreneur","married","university.degree","no","no","no","cellular","aug","mon",5,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
5984,45,"admin.","married","high.school","no","yes","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
5985,51,"blue-collar","married","basic.4y","no","unknown","unknown","telephone","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,1
5986,30,"admin.","married","university.degree","no","yes","yes","cellular","may","fri",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.259,5099.1,1
5987,35,"admin.","married","high.school","no","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
5988,33,"technician","married","university.degree","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
5989,34,"admin.","single","high.school","no","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,0
5991,37,"admin.","married","university.degree","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,1
5992,34,"blue-collar","single","high.school","no","yes","no","cellular","nov","tue",1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
5993,33,"services","single","high.school","no","no","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
5997,48,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
5998,59,"blue-collar","married","basic.4y","no","no","no","cellular","mar","tue",3,999,0,"nonexistent",-1.8,92.843,-50,1.51,5099.1,1
5999,37,"technician","single","professional.course","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
6001,38,"technician","married","university.degree","no","no","no","telephone","aug","mon",10,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
6003,54,"services","single","high.school","unknown","no","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6004,41,"technician","married","professional.course","no","no","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
6006,27,"services","single","university.degree","no","yes","no","cellular","jun","mon",2,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,0
6007,39,"blue-collar","married","basic.9y","unknown","no","yes","telephone","jul","thu",5,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,0
6008,41,"blue-collar","married","high.school","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
6009,29,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
6010,51,"admin.","married","university.degree","no","no","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
6011,32,"technician","married","high.school","no","yes","no","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
6012,56,"retired","married","basic.4y","no","yes","yes","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
6014,40,"technician","married","professional.course","no","yes","no","cellular","aug","thu",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
6016,34,"admin.","married","university.degree","no","no","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
6017,58,"retired","married","high.school","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
6018,46,"management","married","university.degree","no","yes","no","cellular","nov","thu",6,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
6019,39,"blue-collar","single","basic.9y","no","yes","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,0
6020,53,"technician","married","unknown","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
6021,40,"blue-collar","divorced","basic.9y","unknown","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
6022,48,"management","married","university.degree","no","yes","yes","telephone","jun","tue",7,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,1
6023,54,"services","married","high.school","unknown","yes","no","cellular","jul","mon",33,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
6024,36,"unemployed","single","basic.4y","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6026,40,"blue-collar","married","basic.4y","no","no","no","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
6028,40,"admin.","married","high.school","unknown","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
6030,24,"technician","single","basic.6y","no","no","no","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
6033,55,"admin.","married","professional.course","unknown","yes","yes","telephone","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,1
6034,52,"blue-collar","married","high.school","unknown","no","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,1
6035,37,"technician","single","high.school","no","yes","no","telephone","apr","thu",2,999,2,"failure",-1.8,93.075,-47.1,1.41,5099.1,0
6036,50,"services","single","basic.6y","unknown","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,0
6039,31,"technician","married","professional.course","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
6040,41,"services","married","high.school","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
6041,31,"entrepreneur","divorced","high.school","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6043,57,"retired","single","basic.4y","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
6045,40,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
6046,36,"admin.","single","university.degree","unknown","yes","yes","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
6047,40,"technician","married","professional.course","unknown","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
6050,33,"blue-collar","married","basic.6y","unknown","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
6051,37,"admin.","married","university.degree","no","yes","yes","cellular","aug","fri",3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
6052,34,"technician","married","university.degree","no","no","no","cellular","apr","thu",6,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,0
6053,47,"management","married","university.degree","no","yes","no","cellular","jun","mon",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,0
6054,40,"services","married","basic.9y","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
6055,51,"management","married","university.degree","no","yes","no","cellular","nov","fri",3,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
6056,39,"admin.","married","high.school","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
6057,25,"services","single","high.school","no","no","no","cellular","may","thu",1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,0
6058,61,"retired","married","high.school","no","unknown","unknown","telephone","jun","wed",4,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
6059,25,"services","married","high.school","unknown","yes","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
6060,30,"entrepreneur","married","professional.course","no","yes","no","telephone","jun","tue",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,1
6061,54,"retired","married","professional.course","unknown","no","no","cellular","aug","tue",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.838,5076.2,0
6062,31,"blue-collar","single","basic.9y","unknown","no","no","telephone","may","fri",7,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,0
6063,29,"admin.","married","high.school","no","yes","no","cellular","nov","wed",1,999,1,"failure",-3.4,92.649,-30.1,0.719,5017.5,0
6064,28,"blue-collar","married","basic.9y","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6065,46,"technician","married","high.school","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
6066,57,"retired","married","unknown","unknown","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6067,53,"retired","married","basic.4y","unknown","yes","no","telephone","may","wed",3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
6068,46,"blue-collar","married","basic.4y","unknown","no","no","cellular","jul","fri",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
6070,50,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,1
6073,41,"technician","divorced","basic.4y","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
6074,53,"technician","married","unknown","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
6075,25,"services","single","high.school","no","yes","no","cellular","jul","fri",3,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
6076,31,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,0
6078,32,"technician","single","university.degree","no","no","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,1
6079,33,"technician","married","professional.course","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,0
6081,55,"technician","married","basic.9y","unknown","yes","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
6082,44,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","mon",2,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,1
6086,58,"management","married","basic.4y","no","no","no","cellular","nov","wed",2,999,0,"nonexistent",-3.4,92.649,-30.1,0.719,5017.5,0
6087,36,"admin.","married","high.school","no","unknown","unknown","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
6088,27,"student","single","basic.9y","no","yes","yes","cellular","jun","tue",1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,1
6090,49,"services","married","high.school","no","yes","yes","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
6091,60,"retired","divorced","basic.4y","unknown","yes","no","telephone","jun","mon",4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
6092,60,"housemaid","married","basic.4y","no","no","no","cellular","aug","fri",8,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
6093,38,"management","married","university.degree","no","yes","no","cellular","nov","wed",1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,0
6095,49,"blue-collar","married","basic.4y","unknown","no","no","telephone","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.955,5228.1,0
6096,41,"management","single","basic.9y","no","no","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,0
6097,41,"technician","single","university.degree","unknown","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
6098,35,"admin.","single","university.degree","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
6099,41,"management","married","basic.6y","no","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6100,29,"admin.","single","high.school","no","yes","yes","cellular","mar","mon",1,999,0,"nonexistent",-1.8,93.369,-34.8,0.646,5008.7,1
6101,33,"admin.","single","university.degree","no","yes","yes","cellular","aug","mon",4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
6103,31,"services","married","basic.9y","no","no","no","cellular","apr","mon",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
6106,70,"retired","divorced","basic.4y","no","no","no","cellular","jul","thu",2,6,2,"success",-1.7,94.215,-40.3,0.846,4991.6,1
6109,44,"admin.","single","professional.course","unknown","yes","no","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,0
6112,36,"technician","married","professional.course","no","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
6115,71,"retired","married","basic.4y","no","yes","no","cellular","oct","thu",1,999,1,"failure",-3.4,92.431,-26.9,0.754,5017.5,1
6116,47,"management","married","university.degree","no","no","no","cellular","nov","tue",2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
6117,30,"admin.","married","university.degree","no","no","yes","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
6118,21,"student","single","basic.9y","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",-1.7,94.215,-40.3,0.797,4991.6,1
6120,46,"services","married","unknown","no","yes","no","cellular","apr","tue",3,999,1,"failure",-1.8,93.075,-47.1,1.453,5099.1,0
6121,42,"blue-collar","married","basic.9y","no","no","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,0
6122,31,"technician","married","professional.course","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
6123,32,"admin.","single","university.degree","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6124,42,"admin.","married","university.degree","no","yes","no","cellular","nov","thu",2,4,1,"success",-0.1,93.2,-42,4.076,5195.8,0
6125,34,"admin.","married","university.degree","no","yes","yes","telephone","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,0
6126,40,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
6127,39,"blue-collar","married","high.school","unknown","no","no","cellular","may","thu",2,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,0
6128,34,"blue-collar","married","professional.course","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
6129,31,"blue-collar","single","basic.9y","no","yes","no","cellular","may","tue",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
6130,32,"admin.","married","high.school","no","no","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
6131,32,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,0
6133,46,"services","married","high.school","no","yes","yes","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
6134,38,"services","divorced","basic.9y","no","yes","no","telephone","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.956,5228.1,0
6137,31,"admin.","single","high.school","unknown","yes","no","cellular","aug","tue",3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
6138,41,"management","married","university.degree","unknown","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
6143,46,"self-employed","married","basic.9y","unknown","yes","yes","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6147,29,"admin.","single","university.degree","no","no","no","cellular","nov","wed",4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,0
6148,30,"admin.","married","university.degree","no","no","no","telephone","may","fri",4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
6149,22,"technician","single","basic.9y","no","no","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
6150,34,"technician","married","university.degree","no","no","no","telephone","jun","fri",12,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
6153,38,"services","married","high.school","no","no","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6154,38,"admin.","divorced","university.degree","no","no","no","cellular","aug","wed",9,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
6155,31,"management","single","university.degree","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
6156,51,"blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
6159,27,"technician","single","university.degree","no","yes","no","cellular","dec","tue",3,6,2,"success",-3,92.713,-33,0.707,5023.5,1
6160,29,"blue-collar","married","high.school","unknown","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,0
6162,59,"unknown","married","unknown","unknown","no","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6163,30,"services","single","high.school","no","no","no","telephone","jul","thu",5,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,0
6164,38,"technician","married","professional.course","no","yes","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
6166,44,"technician","married","basic.9y","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
6167,56,"blue-collar","married","basic.4y","unknown","yes","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
6168,33,"unemployed","married","basic.9y","no","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6169,51,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
6170,63,"retired","divorced","basic.4y","no","no","no","cellular","mar","wed",1,999,0,"nonexistent",-1.8,92.843,-50,1.548,5099.1,0
6171,28,"blue-collar","single","basic.9y","unknown","yes","no","cellular","may","fri",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,0
6173,35,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
6175,24,"blue-collar","single","basic.9y","unknown","yes","no","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
6176,39,"blue-collar","married","basic.6y","no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
6177,41,"blue-collar","married","basic.9y","no","unknown","unknown","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,0
6178,42,"admin.","married","high.school","no","no","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,1
6180,34,"technician","single","university.degree","no","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,0
6181,24,"services","married","high.school","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
6182,36,"entrepreneur","married","basic.6y","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
6184,30,"blue-collar","married","basic.9y","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
6186,41,"services","married","high.school","no","no","no","cellular","may","thu",4,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,0
6187,29,"admin.","single","university.degree","no","no","no","cellular","jun","wed",2,3,4,"success",-1.7,94.055,-39.8,0.715,4991.6,1
6188,56,"technician","single","professional.course","no","yes","no","cellular","nov","tue",5,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
6190,30,"admin.","single","high.school","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,0
6191,45,"unemployed","married","university.degree","no","yes","no","telephone","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
6193,60,"entrepreneur","married","unknown","no","no","no","cellular","aug","thu",2,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,0
6194,30,"admin.","divorced","university.degree","no","no","no","telephone","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
6196,29,"admin.","single","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
6197,56,"services","married","basic.4y","unknown","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
6198,37,"technician","married","basic.9y","unknown","yes","no","telephone","may","mon",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6199,41,"management","married","unknown","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
6200,29,"blue-collar","married","basic.9y","no","no","no","cellular","may","wed",3,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,1
6201,53,"blue-collar","married","basic.6y","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,0
6202,30,"admin.","married","university.degree","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
6203,46,"blue-collar","married","basic.9y","unknown","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
6204,31,"services","married","university.degree","unknown","yes","no","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6207,42,"admin.","married","university.degree","unknown","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
6208,34,"technician","married","high.school","no","yes","no","cellular","aug","mon",3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
6209,53,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jun","wed",7,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
6210,52,"management","married","university.degree","no","no","no","telephone","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
6211,48,"services","married","high.school","unknown","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
6214,60,"retired","married","high.school","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,1
6215,37,"technician","single","professional.course","no","no","no","telephone","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
6216,38,"blue-collar","single","high.school","no","no","no","telephone","mar","tue",3,6,2,"success",-1.8,93.369,-34.8,0.652,5008.7,1
6217,28,"entrepreneur","married","university.degree","unknown","no","no","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
6219,57,"unknown","married","unknown","unknown","no","no","telephone","may","mon",1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
6221,25,"management","married","basic.6y","no","no","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
6222,55,"retired","married","high.school","no","yes","yes","cellular","jul","tue",3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
6223,53,"services","married","basic.9y","unknown","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,0
6224,34,"blue-collar","married","basic.6y","no","no","no","telephone","jun","fri",3,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,0
6226,32,"blue-collar","married","basic.6y","no","no","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
6227,55,"retired","divorced","professional.course","no","no","no","telephone","jun","thu",3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
